ID linije,Lista stanica
1A,"['[1A],[1ZA],[3B],[8A]|19.8416504854|45.255203707|USPENSKA - ŠAFARIKOVA|http://www.mapanovisad.rs/stajalista_gsp/img002617.jpg|I', '[1A],[1ZA],[3B],[3AA],[4B],[6B],[8A],[12A],[18A]|19.844187|45.253337|BULEVAR MIHAJLA PUPINA - POTHODNIK|http://www.mapanovisad.rs/stajalista_gsp/img008067.jpg|I', '[1A],[1ZA],[8A]|19.8475310279|45.2420582997|FRUŠKOGORSKA - NARODNOG FRONTA|http://www.mapanovisad.rs/stajalista_gsp/img0197178.jpg|I', '[1A],[1ZA],[4B],[8A],[9B],[9AB],[11B],[18A]|19.8488525074|45.2474414598|BULEVAR CARA LAZARA - URBIS|/slike/stajalista/10600.jpg|I', '[1A],[1B],[1ZA]|19.8247023774|45.3025717506|SENTANDREJSKI PUT - ZMAJEVAČKI PUT|http://www.mapanovisad.rs/stajalista_gsp/img0299275.jpg|I', '[1A],[1ZA],[35B],[35ČLB]|19.8226695053|45.2997652739|SENTANDREJSKI PUT - SAVSKA|http://www.mapanovisad.rs/stajalista_gsp/img0306282.jpg|I', '[1A],[1ZA]|19.8223251106|45.295793932|SENTANDREJSKI PUT - VELEBITSKA|http://www.mapanovisad.rs/stajalista_gsp/img0307283.jpg|I', '[1A],[1ZA]|19.8256640401|45.28628095|SENTANDREJSKI PUT - OTOKARA KERŠOVANIJA|http://www.mapanovisad.rs/stajalista_gsp/img0310286.jpg|I', '[1A],[1ZA],[15B],[35B],[35ČLB]|19.8268347377|45.2828585422|SENTANDREJSKI PUT - MOST KANAL DTD|http://www.mapanovisad.rs/stajalista_gsp/img0328302.jpg|I', '[1A],[1ZA],[15B],[35B],[35ČLB]|19.8308548777|45.2713036839|SENTANDREJSKI PUT - BENZINSKA PUMPA|http://www.mapanovisad.rs/stajalista_gsp/img0329303.jpg|I', '[1A],[1ZA],[11B],[17A],[21A],[22A],[23A],[24A],[30A]|19.8354809218|45.2656954001|KISAČKA - BULEVAR JAŠE TOMIĆA|http://www.mapanovisad.rs/stajalista_gsp/img0331305.jpg|I', '[1A],[1ZA],[8A],[17A],[21A]|19.8401023551|45.2623699914|KISAČKA - BULEVAR KRALJA PETRA PRVOG|http://www.mapanovisad.rs/stajalista_gsp/img0332306.jpg|I', '[1A],[1ZA],[8A],[17A]|19.8420940143|45.2609612857|KISAČKA - VUKA KARADŽIĆA|http://www.mapanovisad.rs/stajalista_gsp/img0333307.jpg|I', '[1A],[1ZA],[15B],[16B],[17A],[20B],[31B],[32B],[33B],[25B]|19.8317437287|45.2687779267|SENTANDREJSKI PUT - PARTIZANSKA|/slike/stajalista/10466.jpg|I', '[1A],[1ZA],[35B],[35ČLB]|19.8247619009|45.2888681125|SENTANDREJSKI PUT - RITSKA|/slike/stajalista/10919.jpg|I', '[1A],[1ZA],[3B],[8A]|19.8416504854|45.255203707|USPENSKA - ŠAFARIKOVA||I', '[1A],[1ZA]|19.8237880279|45.2916390663|SENTANDREJSKI PUT - PAJE RADOSAVLJEVIĆA|/slike/stajalista/10949.jpg|I', '[1A],[1ZA],[4B],[8A],[9B],[9AB],[12A],[60B],[61B],[62B],[63B],[64B],[69B],[18A]|19.8471827488|45.2524025428|ŽARKA ZRENJANINA - OPŠTINA|/slike/stajalista/10599.jpg|I', '[1A]|19.820841|45.309101|RIMSKI ŠANČEVI - JEGRIČKA||I', '[1A]|19.825417|45.309957|RIMSKI ŠANČEVI - INDUSTRISKA ZONA||I', '[1A],[1ZA],[8A]|19.84777609|45.2386999087|ŠTRAND - OKRETNICA|/slike/stajalista/10985.jpg|I', '[1A],[1ZA],[3B],[3AA],[4B],[6B],[8A],[12A],[18A]|19.844187|45.253337|BULEVAR MIHAJLA PUPINA - POTHODNIK||I', '[1A],[1ZA],[3B],[8A]|19.8416504854|45.255203707|USPENSKA - ŠAFARIKOVA||I', '[1A],[1ZA],[3B],[3AA],[4B],[6B],[8A],[12A],[18A]|19.844187|45.253337|BULEVAR MIHAJLA PUPINA - POTHODNIK||I', '[1A],[1ZA],[3B],[8A]|19.8416504854|45.255203707|USPENSKA - ŠAFARIKOVA||I', '[1A],[1ZA],[3B],[8A]|19.8416504854|45.255203707|USPENSKA - ŠAFARIKOVA||I', '[1A],[1ZA],[3B],[8A]|19.8416504854|45.255203707|USPENSKA - ŠAFARIKOVA||I', '[1A],[1ZA],[3B],[8A]|19.8416504854|45.255203707|USPENSKA - ŠAFARIKOVA||I', '[1A],[1ZA],[3B],[8A],|19.8416504854|45.255203707|USPENSKA - ŠAFARIKOVA||I', '[1A],[1ZA],[3B],[8A],|19.8416504854|45.255203707|USPENSKA - ŠAFARIKOVA||I', '[1A],[1ZA],[3B],[8A],|19.8416504854|45.255203707|USPENSKA - ŠAFARIKOVA||I', '[1A],[1ZA],[3B],[8A]|19.8416504854|45.255203707|USPENSKA - ŠAFARIKOVA||I', '[1A],[1ZA],[3B],[3AA],[4B],[6B],[8A],[12A],[18A],|19.844187|45.253337|BULEVAR MIHAJLA PUPINA - POTHODNIK||I', '[1A],[1ZA],[3B],[8A]|19.8416504854|45.255203707|USPENSKA - ŠAFARIKOVA||I', '[1A],[1ZA],[3B],[8A]|19.8416504854|45.255203707|USPENSKA - ŠAFARIKOVA||I']"
1B,"['[1B],[1ZB],[3A],[8B]|19.8419960985|45.255185246|USPENSKA - POZORIŠNI TRG|http://www.mapanovisad.rs/stajalista_gsp/img002920.jpg|I', '[1B],[1ZB],[4A],[8B],[9A],[9AA],[12B],[18B],[60A],[61A],[62A],[63A],[64A],[69A]|19.8475593745|45.2528535063|ŽARKA ZRENJANINA - IZVRŠNO VEĆE|/slike/stajalista/10576.jpg|I', '[1B],[1ZB],[3A],[3AB],[4A],[6A],[8B],[12B],[18B]|19.844141|45.253519|BULEVAR MIHAJLA PUPINA - POTHODNIK|http://www.mapanovisad.rs/stajalista_gsp/img009480.jpg|I', '[1B],[1ZB],[4A],[8B],[9A],[9AA],[11A],[18B]|19.8492059684|45.2481301777|STRAŽILOVSKA - URBIS|/slike/stajalista/10575.jpg|I', '[1B],[1ZB],[8B]|19.848256|45.239001|ŠTRAND - OKRETNICA|http://www.mapanovisad.rs/stajalista_gsp/img0199180.jpg|I', '[1B],[1ZB],[4A],[8B],[11A],[13B]|19.847528317|45.2429842112|FRUŠKOGORSKA - DOKTORA ILIJE ĐURIČIĆA|http://www.mapanovisad.rs/stajalista_gsp/img0200181.jpg|I', '[1B],[1ZB],[35A],[35ČLA]|19.8226514651|45.2993746126|SENTANDREJSKI PUT - SAVSKA|http://www.mapanovisad.rs/stajalista_gsp/img0298274.jpg|I', '[1A],[1B],[1ZA]|19.8247023774|45.3025717506|SENTANDREJSKI PUT - ZMAJEVAČKI PUT|http://www.mapanovisad.rs/stajalista_gsp/img0299275.jpg|I', '[1B],[1ZB]|19.8237043193|45.2922920477|SENTANDREJSKI PUT - PAJE RADOSAVLJEVIĆA|/slike/stajalista/10950.jpg|I', '[1B],[1ZB],[8B],[21B],[22B],[23B],[24B],[30B]|19.8423966225|45.2608711975|KISAČKA - TEMERINSKA|http://www.mapanovisad.rs/stajalista_gsp/img0334308.jpg|I', '[1B],[1ZB],[21B]|19.8390209306|45.2632551971|KISAČKA - DOSITEJEVA|http://www.mapanovisad.rs/stajalista_gsp/img0336309.jpg|I', '[1B],[1ZB],[15A]|19.8315959987|45.2699357528|SENTANDREJSKI PUT - PARTIZANSKA|/slike/stajalista/9464.jpg|I', '[1B],[1ZB],[15A],[17A],[35A],[35ČLA]|19.830315176|45.2737069812|SENTANDREJSKI PUT - TEODORA MANDIĆA|http://www.mapanovisad.rs/stajalista_gsp/img0342313.jpg|I', '[1B],[1ZB],[35A],[35ČLA]|19.8263159471|45.2848260115|SENTANDREJSKI PUT - PRIMORSKA|http://www.mapanovisad.rs/stajalista_gsp/img0343314.jpg|I', '[1B],[1ZB]|19.825474462|45.2872651434|SENTANDREJSKI PUT - OTOKARA KERŠOVANIJA|http://www.mapanovisad.rs/stajalista_gsp/img0344315.jpg|I', '[1B],[1ZB],[35A],[35ČLA]|19.8245477965|45.2898775272|SENTANDREJSKI PUT - SPORTSKA HALA|http://www.mapanovisad.rs/stajalista_gsp/img0345316.jpg|I', '[1B],[1ZB]|19.8226166593|45.2953893559|SENTANDREJSKI PUT - VELEBITSKA|http://www.mapanovisad.rs/stajalista_gsp/img0347318.jpg|I', '[1B],[1ZB],[15A],[16A],[17A],[20A],[31A],[32A],[33A],[35A],[35ČLA],[25A]|19.834665763|45.2665045391|KISAČKA - PODVOŽNJAK|/slike/stajalista/10967.jpg|I', '[1B]|19.820850|45.309038|RIMSKI ŠANČEVI - JEGRIČKA||I', '[1B]|19.825014|45.309864|RIMSKI ŠANČEVI - INDUSTRISKA ZONA||I', '[1B],[1ZB],[3A],[8B],|19.8419960985|45.255185246|USPENSKA - POZORIŠNI TRG||I']"
1ZA,"['[1A],[1ZA],[3B],[8A]|19.8416504854|45.255203707|USPENSKA - ŠAFARIKOVA|http://www.mapanovisad.rs/stajalista_gsp/img002617.jpg|I', '[1ZA],[1ZB]|19.807564|45.301280|BULEVAR EVROPE - OKRETNICA|/slike/stajalista/10615.jpg|I', '[1A],[1ZA],[3B],[3AA],[4B],[6B],[8A],[12A],[18A]|19.844187|45.253337|BULEVAR MIHAJLA PUPINA - POTHODNIK|http://www.mapanovisad.rs/stajalista_gsp/img008067.jpg|I', '[1A],[1ZA],[8A]|19.8475310279|45.2420582997|FRUŠKOGORSKA - NARODNOG FRONTA|http://www.mapanovisad.rs/stajalista_gsp/img0197178.jpg|I', '[1A],[1ZA],[4B],[8A],[9B],[9AB],[11B],[18A]|19.8488525074|45.2474414598|BULEVAR CARA LAZARA - URBIS|/slike/stajalista/10600.jpg|I', '[1A],[1B],[1ZA]|19.8247023774|45.3025717506|SENTANDREJSKI PUT - ZMAJEVAČKI PUT|http://www.mapanovisad.rs/stajalista_gsp/img0299275.jpg|I', '[1ZA]|19.8140267639|45.301786862|PROLETERSKA - DRAGE GARAŠANIN|http://www.mapanovisad.rs/stajalista_gsp/img0304280.jpg|I', '[1ZA]|19.819219952|45.3030527389|PROLETERSKA - ZATVOR|http://www.mapanovisad.rs/stajalista_gsp/img0305281.jpg|I', '[1A],[1ZA],[35B],[35ČLB]|19.8226695053|45.2997652739|SENTANDREJSKI PUT - SAVSKA|http://www.mapanovisad.rs/stajalista_gsp/img0306282.jpg|I', '[1A],[1ZA]|19.8223251106|45.295793932|SENTANDREJSKI PUT - VELEBITSKA|http://www.mapanovisad.rs/stajalista_gsp/img0307283.jpg|I', '[1A],[1ZA]|19.8256640401|45.28628095|SENTANDREJSKI PUT - OTOKARA KERŠOVANIJA|http://www.mapanovisad.rs/stajalista_gsp/img0310286.jpg|I', '[1A],[1ZA],[15B],[35B],[35ČLB]|19.8268347377|45.2828585422|SENTANDREJSKI PUT - MOST KANAL DTD|http://www.mapanovisad.rs/stajalista_gsp/img0328302.jpg|I', '[1A],[1ZA],[15B],[35B],[35ČLB]|19.8308548777|45.2713036839|SENTANDREJSKI PUT - BENZINSKA PUMPA|http://www.mapanovisad.rs/stajalista_gsp/img0329303.jpg|I', '[1A],[1ZA],[11B],[17A],[21A],[22A],[23A],[24A],[30A]|19.8354809218|45.2656954001|KISAČKA - BULEVAR JAŠE TOMIĆA|http://www.mapanovisad.rs/stajalista_gsp/img0331305.jpg|I', '[1A],[1ZA],[8A],[17A],[21A]|19.8401023551|45.2623699914|KISAČKA - BULEVAR KRALJA PETRA PRVOG|http://www.mapanovisad.rs/stajalista_gsp/img0332306.jpg|I', '[1A],[1ZA],[8A],[17A]|19.8420940143|45.2609612857|KISAČKA - VUKA KARADŽIĆA|http://www.mapanovisad.rs/stajalista_gsp/img0333307.jpg|I', '[1A],[1ZA],[15B],[16B],[17A],[20B],[31B],[32B],[33B],[25B]|19.8317437287|45.2687779267|SENTANDREJSKI PUT - PARTIZANSKA|/slike/stajalista/10466.jpg|I', '[1A],[1ZA],[35B],[35ČLB]|19.8247619009|45.2888681125|SENTANDREJSKI PUT - RITSKA|/slike/stajalista/10919.jpg|I', '[1A],[1ZA],[3B],[8A]|19.8416504854|45.255203707|USPENSKA - ŠAFARIKOVA||I', '[1A],[1ZA]|19.8237880279|45.2916390663|SENTANDREJSKI PUT - PAJE RADOSAVLJEVIĆA|/slike/stajalista/10949.jpg|I', '[1A],[1ZA],[4B],[8A],[9B],[9AB],[12A],[60B],[61B],[62B],[63B],[64B],[69B],[18A]|19.8471827488|45.2524025428|ŽARKA ZRENJANINA - OPŠTINA|/slike/stajalista/10599.jpg|I', '[1A],[1ZA],[8A]|19.84777609|45.2386999087|ŠTRAND - OKRETNICA|/slike/stajalista/10985.jpg|I', '[1A],[1ZA],[3B],[3AA],[4B],[6B],[8A],[12A],[18A]|19.844187|45.253337|BULEVAR MIHAJLA PUPINA - POTHODNIK||I', '[1A],[1ZA],[3B],[8A]|19.8416504854|45.255203707|USPENSKA - ŠAFARIKOVA||I', '[1A],[1ZA],[3B],[3AA],[4B],[6B],[8A],[12A],[18A]|19.844187|45.253337|BULEVAR MIHAJLA PUPINA - POTHODNIK||I', '[1A],[1ZA],[3B],[8A]|19.8416504854|45.255203707|USPENSKA - ŠAFARIKOVA||I', '[1A],[1ZA],[3B],[8A]|19.8416504854|45.255203707|USPENSKA - ŠAFARIKOVA||I', '[1A],[1ZA],[3B],[8A]|19.8416504854|45.255203707|USPENSKA - ŠAFARIKOVA||I', '[1A],[1ZA],[3B],[8A]|19.8416504854|45.255203707|USPENSKA - ŠAFARIKOVA||I', '[1A],[1ZA],[3B],[8A],|19.8416504854|45.255203707|USPENSKA - ŠAFARIKOVA||I', '[1A],[1ZA],[3B],[8A],|19.8416504854|45.255203707|USPENSKA - ŠAFARIKOVA||I', '[1A],[1ZA],[3B],[8A],|19.8416504854|45.255203707|USPENSKA - ŠAFARIKOVA||I', '[1A],[1ZA],[3B],[8A]|19.8416504854|45.255203707|USPENSKA - ŠAFARIKOVA||I', '[1A],[1ZA],[3B],[3AA],[4B],[6B],[8A],[12A],[18A],|19.844187|45.253337|BULEVAR MIHAJLA PUPINA - POTHODNIK||I', '[1A],[1ZA],[3B],[8A]|19.8416504854|45.255203707|USPENSKA - ŠAFARIKOVA||I', '[1A],[1ZA],[3B],[8A]|19.8416504854|45.255203707|USPENSKA - ŠAFARIKOVA||I']"
1ZB,"['[1B],[1ZB],[3A],[8B]|19.8419960985|45.255185246|USPENSKA - POZORIŠNI TRG|http://www.mapanovisad.rs/stajalista_gsp/img002920.jpg|I', '[1ZA],[1ZB]|19.807564|45.301280|BULEVAR EVROPE - OKRETNICA|/slike/stajalista/10615.jpg|I', '[1B],[1ZB],[4A],[8B],[9A],[9AA],[12B],[18B],[60A],[61A],[62A],[63A],[64A],[69A]|19.8475593745|45.2528535063|ŽARKA ZRENJANINA - IZVRŠNO VEĆE|/slike/stajalista/10576.jpg|I', '[1B],[1ZB],[3A],[3AB],[4A],[6A],[8B],[12B],[18B]|19.844141|45.253519|BULEVAR MIHAJLA PUPINA - POTHODNIK|http://www.mapanovisad.rs/stajalista_gsp/img009480.jpg|I', '[1B],[1ZB],[4A],[8B],[9A],[9AA],[11A],[18B]|19.8492059684|45.2481301777|STRAŽILOVSKA - URBIS|/slike/stajalista/10575.jpg|I', '[1B],[1ZB],[8B]|19.848256|45.239001|ŠTRAND - OKRETNICA|http://www.mapanovisad.rs/stajalista_gsp/img0199180.jpg|I', '[1B],[1ZB],[4A],[8B],[11A],[13B]|19.847528317|45.2429842112|FRUŠKOGORSKA - DOKTORA ILIJE ĐURIČIĆA|http://www.mapanovisad.rs/stajalista_gsp/img0200181.jpg|I', '[1B],[1ZB],[35A],[35ČLA]|19.8226514651|45.2993746126|SENTANDREJSKI PUT - SAVSKA|http://www.mapanovisad.rs/stajalista_gsp/img0298274.jpg|I', '[1ZB]|19.8240177931|45.303126713|PROLETERSKA - IVECO|http://www.mapanovisad.rs/stajalista_gsp/img0300276.jpg|I', '[1ZB]|19.8183800667|45.3026601998|PROLETERSKA - ZATVOR|http://www.mapanovisad.rs/stajalista_gsp/img0301277.jpg|I', '[1ZB]|19.8143882272|45.3018931203|PROLETERSKA - DRAGE GARAŠANIN|http://www.mapanovisad.rs/stajalista_gsp/img0302278.jpg|I', '[1B],[1ZB]|19.8237043193|45.2922920477|SENTANDREJSKI PUT - PAJE RADOSAVLJEVIĆA|/slike/stajalista/10950.jpg|I', '[1B],[1ZB],[8B],[21B],[22B],[23B],[24B],[30B]|19.8423966225|45.2608711975|KISAČKA - TEMERINSKA|http://www.mapanovisad.rs/stajalista_gsp/img0334308.jpg|I', '[1B],[1ZB],[21B]|19.8390209306|45.2632551971|KISAČKA - DOSITEJEVA|http://www.mapanovisad.rs/stajalista_gsp/img0336309.jpg|I', '[1B],[1ZB],[15A]|19.8315959987|45.2699357528|SENTANDREJSKI PUT - PARTIZANSKA|/slike/stajalista/9464.jpg|I', '[1B],[1ZB],[15A],[17A],[35A],[35ČLA]|19.830315176|45.2737069812|SENTANDREJSKI PUT - TEODORA MANDIĆA|http://www.mapanovisad.rs/stajalista_gsp/img0342313.jpg|I', '[1B],[1ZB],[35A],[35ČLA]|19.8263159471|45.2848260115|SENTANDREJSKI PUT - PRIMORSKA|http://www.mapanovisad.rs/stajalista_gsp/img0343314.jpg|I', '[1B],[1ZB]|19.825474462|45.2872651434|SENTANDREJSKI PUT - OTOKARA KERŠOVANIJA|http://www.mapanovisad.rs/stajalista_gsp/img0344315.jpg|I', '[1B],[1ZB],[35A],[35ČLA]|19.8245477965|45.2898775272|SENTANDREJSKI PUT - SPORTSKA HALA|http://www.mapanovisad.rs/stajalista_gsp/img0345316.jpg|I', '[1B],[1ZB]|19.8226166593|45.2953893559|SENTANDREJSKI PUT - VELEBITSKA|http://www.mapanovisad.rs/stajalista_gsp/img0347318.jpg|I', '[1B],[1ZB],[15A],[16A],[17A],[20A],[31A],[32A],[33A],[35A],[35ČLA],[25A]|19.834665763|45.2665045391|KISAČKA - PODVOŽNJAK|/slike/stajalista/10967.jpg|I', '[1B],[1ZB],[3A],[8B],|19.8419960985|45.255185246|USPENSKA - POZORIŠNI TRG||I']"
2A,"['[2A],[6A]|19.836036584|45.2515776887|FUTOŠKA - BULEVAR OSLOBOĐENJA|http://www.mapanovisad.rs/stajalista_gsp/img003122.jpg|I', '[2A],[9B],[9AB]|19.8075067499|45.2482734052|BULEVAR SLOBODANA JOVANOVIĆA - FUTOŠKI PUT|/slike/stajalista/10609.jpg|I', '[2A],[6A]|19.8321411697|45.2496536022|FUTOŠKA - BRANISLAVA NUŠIĆA|http://www.mapanovisad.rs/stajalista_gsp/img003324.jpg|I', '[2A],[6A],[9B],[9AB],[51A],[52A],[53A],[54A],[55A]|19.815564749|45.2485623853|FUTOŠKA - BULEVAR EVROPE|/slike/stajalista/10607.jpg|I', '[2A],[6A],[9B],[9AB],[51A],[52A],[53A],[54A],[55A],[56A]|19.810052585|45.2478325873|FUTOŠKA - JUGOALAT|/slike/stajalista/10608.jpg|I', '[2A],[9B],[9AB]|19.8053597388|45.2515983077|BULEVAR SLOBODANA JOVANOVIĆA - BRANISLAVA BOROTE|/slike/stajalista/10610.jpg|I', '[2A],[7B],[8B],[9B],[9AB],[18B]|19.8031021067|45.2529483166|BULEVAR JOVANA DUČIĆA - BULEVAR SLOBODANA JOVANOVIĆA|/slike/stajalista/10611.jpg|I', '[2A],[51A],[52A],[53A],[54A],[55A],[56A]|19.7998632846|45.2461119679|FUTOŠKI PUT - SATELITSKA PIJACA|/slike/stajalista/10496.jpg|I', '[2A],[6A],[9B],[9AB]|19.8238348508|45.2494278377|FUTOŠKA - BOLNICA|/slike/stajalista/10606.jpg|I', '[2A],[7A],[18A]|19.7946648286|45.245098379|BULEVAR KNEZA MILOŠA - FUTOŠKI PUT|/slike/stajalista/10498.jpg|I', '[2A],[7A],[18A]|19.7933548666|45.2472193464|BULEVAR KNEZA MILOŠA - GARAŽA GSP-A|/slike/stajalista/10499.jpg|I', '[2A],[7A],[7B],[8B],[9B],[9AB],[18A],[18B]|19.7915144259|45.2489713023|BULEVAR JOVANA DUČIĆA - BULEVAR KNEZA MILOŠA|/slike/stajalista/10953.jpg|I', '[2A],[18A],[18B]|19.8416138869|45.255083741|USPENSKA - ŠAFARIKOVA|/slike/stajalista/10951.jpg|I', '[2A]|19.797603|45.250093|BULEVAR BATE BRKIĆA - BULEVAR JOVANA DUČIĆA|/slike/stajalista/10492.jpg|I', '[2A]|19.799015|45.248178|BULEVAR BATE BRKIĆA - SATELITSKA PIJACA|/slike/stajalista/10493.jpg|I', '[2A],[6A],[51A],[52A],[53A],[54A],[55A]|19.8289089911|45.2492337673|FUTOŠKA - JODNA BANJA|/slike/stajalista/10306.jpg|I', '[2A],[7A],[7B],[8B],[9B],[9AB],[18A],[18B]|19.786933|45.248251|NOVO NASELJE - KRUŽNI TOK|/slike/stajalista/10954.jpg|I']"
2B,"['[2B],[10B],[12B],[14B],[15B]|19.8422463011|45.2548499029|USPENSKA - POZORIŠNI TRG|http://www.mapanovisad.rs/stajalista_gsp/img003021.jpg|I', '[2B],[7B],[18B]|19.793176626|45.2470681807|BULEVAR KNEZA MILOŠA - GARAŽA GSP-A|/slike/stajalista/10501.jpg|I', '[2B],[7A],[8A],[9A],[9AA],[18A]|19.8018919417|45.2523770585|BULEVAR JOVANA DUČIĆA - ROBNA KUĆA|/slike/stajalista/10565.jpg|I', '[2B],[9A],[9AA]|19.8056491406|45.2510355315|BULEVAR SLOBODANA JOVANOVIĆA - DOM ZDRAVLJA|/slike/stajalista/10566.jpg|I', '[2B],[6B],[9A],[9AA],[51B],[52B],[53B],[54B],[55B],[56B]|19.8083415635|45.247517576|FUTOŠKI PUT - VRŠAČKA|/slike/stajalista/10567.jpg|I', '[2B],[6B]|19.8331936901|45.2498730986|FUTOŠKA - BRAĆE RIBNIKAR|http://www.mapanovisad.rs/stajalista_gsp/img005445.jpg|I', '[2B],[6B],[51B],[52B],[53B],[54B],[55B],[56B]|19.8252968807|45.2491656314|FUTOŠKA - CARA DUŠANA|/slike/stajalista/10340.jpg|I', '[2B],[51B],[52B],[53B],[54B],[55B],[56B]|19.79550631|45.2445958159|FUTOŠKI PUT - BULEVAR PATRIJARHA PAVLA|/slike/stajalista/10502.jpg|I', '[2B],[6B],[9A],[9AA],[51B],[52B],[53B],[54B],[55B]|19.8177958089|45.2488161894|FUTOŠKA - HIGIJENSKI ZAVOD|/slike/stajalista/10568.jpg|I', '[2B],[7A],[7B],[8A],[9A],[9AA],[18A]|19.787416|45.247888|NOVO NASELJE - KRUŽNI TOK|/slike/stajalista/11025.jpg|I', '[2B],[3AA],[4B],[5B],[5NA],[6B],[10B],[14B],[15B],[18A]|19.8377609655|45.2522080286|JEVREJSKA - BULEVAR OSLOBOĐENJA|/slike/stajalista/10213.jpg|I', '[2B],[6B],[51B],[52B],[53B],[54B],[55B]|19.8300215701|45.2490835157|FUTOŠKA - ANTONA ČEHOVA|/slike/stajalista/10342.jpg|I', '[2B],[7A],[8A],[9A],[9AA],[18A]|19.7983862612|45.2511237051|BULEVAR JOVANA DUČIĆA - BATE BRKIĆA|/slike/stajalista/10564.jpg|I', '[2B]|19.800352|45.246620|BULEVAR BATE BRKIĆA - FUTOŠKI PUT|/slike/stajalista/10503.jpg|I', '[2B]|19.799430|45.248044|BULEVAR BATE BRKIĆA - ANĐE RANKOVIĆ|/slike/stajalista/10504.jpg|I', '[2B],[7A],[8A],[9A],[9AA],[18A]|19.791754249|45.2489224745|BULEVAR JOVANA DUČIĆA - BULEVAR KNEZA MILOŠA|/slike/stajalista/10955.jpg|I']"
3A,"['[1B],[1ZB],[3A],[8B]|19.8419960985|45.255185246|USPENSKA - POZORIŠNI TRG|http://www.mapanovisad.rs/stajalista_gsp/img002920.jpg|I', '[3A],[8B],[18B]|19.8263471168|45.2595168963|BULEVAR KRALJA PETRA PRVOG - GROBLJE|http://www.mapanovisad.rs/stajalista_gsp/img011298.jpg|I', '[3A],[3AB],[9B],[9AB],[60B],[61B],[62B],[63B],[64B]|19.8757045697|45.2496755784|PRERADOVIĆEVA - RELJKOVIĆEVA|/slike/stajalista/10977.jpg|I', '[3A]|19.8375257882|45.2588786887|VOJVODE BOJOVIĆA - SOCIJALNO|http://www.mapanovisad.rs/stajalista_gsp/img011096.jpg|I', '[1B],[1ZB],[3A],[3AB],[4A],[6A],[8B],[12B],[18B]|19.844141|45.253519|BULEVAR MIHAJLA PUPINA - POTHODNIK|http://www.mapanovisad.rs/stajalista_gsp/img009480.jpg|I', '[3A],[3AB],[6A],[9B],[9AB],[60B],[61B],[62B],[63B],[64B],[69B]|19.8519122087|45.2542020579|BULEVAR MIHAJLA PUPINA - DUNAVSKI PARK|/slike/stajalista/10598.jpg|I', '[3A],[3B],[9A],[9B]|19.8878906109|45.2360062995|PETROVARADIN - OKRETNICA|http://www.mapanovisad.rs/stajalista_gsp/img0159142.jpg|I', '[3A],[9B],[9AB]|19.87968712|45.2464017138|PRERADOVIĆEVA - MARINA DRŽIĆA|/slike/stajalista/10593.jpg|I', '[3A],[3AB],[9B],[9AB],[69B]|19.8689433116|45.2526031657|PRERADOVIĆEVA - LOVAČKI DOM|/slike/stajalista/10596.jpg|I', '[3A],[3AB],[9B],[9AB],[60B],[61B],[62B],[63B],[64B],[69B]|19.8623634945|45.2548163902|BEOGRADSKA - VLADIMIRA NAZORA|/slike/stajalista/10597.jpg|I', '[3A],[8B],[18B]|19.8314132035|45.2605767651|BULEVAR KRALJA PETRA PRVOG - BULEVAR OSLOBOĐENJA|http://www.mapanovisad.rs/stajalista_gsp/img0170153.jpg|I', '[3A],[5A],[11B],[18B]|19.8213763649|45.260450059|RUMENAČKA - DOM ZDRAVLJA|http://www.mapanovisad.rs/stajalista_gsp/img0171154.jpg|I', '[3A],[7B],[18B]|19.8156966528|45.2634661042|KORNELIJA STANKOVIĆA - FILIPA FILIPOVIĆA|http://www.mapanovisad.rs/stajalista_gsp/img0173156.jpg|I', '[3A],[13B]|19.8111852139|45.2640112807|MILENKA GRČIĆA - BANATSKA|http://www.mapanovisad.rs/stajalista_gsp/img0174157.jpg|I', '[3A],[9B],[9AB]|19.8814113961|45.2439233024|PRERADOVIĆEVA - BOŽIDAR ADŽIJE|/slike/stajalista/10592.jpg|I', '[3A],[3BB],[9B],[60B],[61B],[62B],[63B]|19.8853872807|45.2396101516|PETROVARADIN - ŽELEZNIČKA STANICA|/slike/stajalista/10965.jpg|I', '[3A],[3AB],[3BB],[9B],[9AB],[60B],[61B],[62B],[63B],[64B],[69B]|19.8732154355|45.251431704|PRERADOVIĆEVA - ŠENOINA|/slike/stajalista/10966.jpg|I', '[3A],[13B]|19.808222|45.265188|OBLAČIĆA RADA - JANKA ČMELIKA|/slike/10137.jpg|I', '[3A],[5A],[7B],[14A],[18B],[41A],[42A],[43A],[51B]|19.8182127414|45.2633439588|RUMENAČKA - BULEVAR JAŠE TOMIĆA|/slike/stajalista/10312.jpg|I', '[1B],[1ZB],[3A],[8B],|19.8419960985|45.255185246|USPENSKA - POZORIŠNI TRG||I']"
