station_id,x,y
0,45.246091182121944,19.770635068416595
1,45.2188608414718,19.89014893770218
2,45.24931416029354,19.820121112279594
3,45.23753966144515,19.84518438577652
4,45.26422207691926,19.8464235663414
5,45.28032213949374,19.785765409469604
6,45.2479599965929,19.787812645064054
7,45.29655819902571,19.7394597530365
8,45.27459576329362,19.811671525239944
9,45.24715575143259,19.878960728819948
10,45.35270983787365,19.833151639904827
11,45.2489755816719,19.817759961588308
12,45.24896179801564,19.873411193839274
13,45.26116793877394,19.856157302856445
14,45.20253451751167,19.93697091937065
15,45.31910340093036,19.83462519943714
16,45.262815227592064,19.84361872845625
17,45.26402479711333,19.817136526107788
18,45.22952710879924,19.859786331653595
19,45.239654237574754,19.8222418804653
20,45.2479335592323,19.78819351874417
21,45.22390140281666,19.83744353055954
22,45.26144506061282,19.84136140497867
23,45.327817067015886,19.871569275856018
24,45.26755496369299,19.81256604194641
25,45.2594612437104,19.827650114893913
26,45.23635352734491,19.887870401144028
27,45.24109413796934,19.627308547496796
28,45.25480946166824,19.86186906695366
29,45.263828460549256,19.820819199085236
30,45.25632562968235,19.824181348085403
31,45.20911096165906,19.92506593465805
32,45.26104961217221,19.83404917147709
33,45.26110233270588,19.832004010677338
34,45.26269196055862,19.830933809280396
35,45.26064167213629,19.83206570148468
36,45.24409506112084,19.777619540691376
37,45.26175941260979,19.85469904729598
38,45.25922662787381,19.85508441925049
39,45.24285032397174,19.881942396878003
40,45.25513371997234,19.841727018356323
41,45.25464708012867,19.86363261938095
42,45.24813629933042,19.849112100910133
43,45.31646386027866,19.739073514938354
44,45.247545265844856,19.742627441883087
45,45.30496412505805,19.825276674237102
46,45.237304923457984,19.88717696072854
47,45.222469888403374,19.853087335868622
48,45.230110805308186,19.854770600795746
49,45.25199956529057,19.837263464851276
50,45.27913501142417,19.82372134923935
51,45.297252524712626,19.73993182182312
52,45.2473111042273,19.765399396419525
53,45.27769117354125,19.807029962539673
54,45.25982644517337,19.828967393841594
55,45.24277119952197,19.847517907619476
56,45.248765975040754,19.817294597669388
57,45.26508151037162,19.829476699233055
58,45.197473161513805,19.89061564207077
59,45.253590518395995,19.840845733842798
60,45.25471694201071,19.835528433322906
61,45.23941702691237,19.68259960412979
62,45.26097017636743,19.82076421380043
63,45.22881495316049,19.895911663770676
64,45.21733800528641,19.908790290355682
65,45.268366682183164,19.832079112529755
66,45.24062859352356,19.83894556760788
67,45.33269711510018,19.734030961990356
68,45.270616780657605,19.831191301345825
69,45.24262578060428,19.882143884897232
70,45.20569054967185,19.93505448102951
71,45.27616570017899,19.82929614256136
72,45.245060082018384,19.774805903434753
73,45.264202254577405,19.8307004570961
74,45.26421169378866,19.82992798089981
75,45.27733256758715,19.789088666439056
76,45.21211596714711,19.8493107854938
77,45.3203566445985,19.846225082874298
78,45.26067109223681,19.842552468180656
79,45.25335178750305,19.84396666288376
80,45.32007374777305,19.864045679569244
81,45.25419196855825,19.85525800322648
82,45.2522113013169,19.872001111507416
83,45.32001339626748,19.864217340946198
84,45.27271967848124,19.848882984369993
85,45.246676093471,19.879475712950807
86,45.239108450437676,19.800513179507107
87,45.28469674679442,19.765074849128723
88,45.25284766635747,19.86679695546627
89,45.22163484274642,19.84682437777792
90,45.22387306507777,19.83924463391304
91,45.23775875356991,19.70459908246994
92,45.3100020134931,19.90570766540884
93,45.26499514285328,19.829417020082474
94,45.25237180158545,19.83789950609207
95,45.25303834490636,19.86638054251671
96,45.21344948668564,19.913489520549774
97,45.19856938584894,19.931406676769257
98,45.24677504760006,19.873998597613536
99,45.2118958313819,19.849175333938547
100,45.263654777638095,19.820263981819153
101,45.24252710326961,19.836594611406326
102,45.23881523262204,19.80354139348492
103,45.24358704940467,19.84738379716873
104,45.194129546853965,19.932435303926468
105,45.259564264995355,19.828504398465157
106,45.23886175626235,19.88590568304062
107,45.2224056545575,19.852518707557465
