ID linije,Lista stanica
7A,"[7083, 4014, 3759, 3718, 6813, 3743, 1830, 2235, 5249, 2996, 4094, 5734, 4649, 2636, 2196, 1729, 1930, 3267, 3889, 5330, 3240, 6017, 3642, 1217, 1046, 1593, 7036, 594, 1012, 4323, 408, 2677, 3392, 3375, 4183, 5163, 7378, 2334, 3595, 4641, 1303, 2442, 5949, 7404, 1402, 6924, 3830, 6744, 1701, 5695, 5837, 5776, 2495, 5427, 7338, 6525, 7623, 2745, 4160, 3740, 6989, 1714, 6718, 7181, 412, 238, 1481, 108, 6677, 5131, 1364, 4621, 3176, 4138, 5090, 7308, 7245, 7112, 4199, 817, 2833, 2451, 5105, 1333, 6801, 4686, 2026, 2319, 2639, 5242, 308, 6791, 2263, 1578]"
7B,"[7083, 4014, 3759, 3718, 6813, 3743, 1830, 2235, 5249, 2996, 4094, 5734, 4649, 2636, 2196, 1729, 1930, 3267, 3889, 5330, 3240, 6017, 3642, 1217, 1046, 1593, 7036, 594, 1012, 4323, 408, 2677, 3392, 3375, 4183, 5163, 7378, 2334, 3595, 4641, 1303, 2442, 5949, 7404, 1402, 6924, 3830, 6744, 1701, 5695, 5837, 5776, 2495, 5427, 7338, 6525, 7623, 2745, 4160, 3740, 6989, 1714, 6718, 7181, 412, 238, 1481, 108, 6677, 5131, 1364, 4621, 3176, 4138, 5090, 7308, 7245, 7112, 4199, 817, 2833, 2451, 5105, 1333, 6801, 4686, 2026, 2319, 2639, 5242, 308, 6791, 2263, 1578]"
8A,"[3966, 5114, 409, 3264, 1969, 6761, 1917, 2872, 7513, 3030, 155, 6596, 5815, 4853, 6589, 2651, 4813, 1474, 2292, 1583, 7119, 1611, 3062, 796, 2340, 5107, 4084, 4304, 944, 4129, 2738, 1311, 1247, 3789, 6699, 7490, 7544, 5878, 4714, 1365, 4105, 7608, 5896, 7580, 3470, 6886, 6526, 1087, 1700, 7293, 5816, 4211, 5226, 1980, 1791, 451, 936, 3967, 3707, 4665, 3911, 5135, 6561, 1222, 3593, 7306, 2502, 3391, 5730, 1393, 5388, 4463, 4735, 2262, 6440, 1442, 6841, 3594, 1939, 4012, 3622, 3356, 272, 5311, 5125, 2780, 3711, 5379, 2042, 888, 7642, 950, 2031, 497, 1890, 4459, 4614, 2176, 7352, 2613, 6230, 4294, 2477, 4003, 1536, 6958, 1443, 6001, 5285, 3441, 6684, 4772, 3455, 3672, 7197, 2972, 6006, 3119, 7072, 1708, 5008, 3351, 5056, 5223, 3056, 3728, 846, 5649, 3430, 1428, 3509, 3564, 4584, 449, 6671, 2763, 1987, 2818, 6703, 1072, 2710, 6134, 1903, 2170, 2857, 5049, 3337, 4733, 387, 2199, 4176, 3330, 3639, 1295, 4356, 4823, 6139, 4899, 5862, 3284, 4993, 6518, 239, 5422, 2345, 1947, 7214, 3859, 5586, 1059, 686, 2467, 6698, 5574, 4179]"
8B,"[3966, 5114, 409, 3264, 1969, 6761, 1917, 2872, 7513, 3030, 155, 6596, 5815, 4853, 6589, 2651, 4813, 1474, 2292, 1583, 7119, 1611, 3062, 796, 2340, 5107, 4084, 4304, 944, 4129, 2738, 1311, 1247, 3789, 6699, 7490, 7544, 5878, 4714, 1365, 4105, 7608, 5896, 7580, 3470, 6886, 6526, 1087, 1700, 7293, 5816, 4211, 5226, 1980, 1791, 451, 936, 3967, 3707, 4665, 3911, 5135, 6561, 1222, 3593, 7306, 2502, 3391, 5730, 1393, 5388, 4463, 4735, 2262, 6440, 1442, 6841, 3594, 1939, 4012, 3622, 3356, 272, 5311, 5125, 2780, 3711, 5379, 2042, 888, 7642, 950, 2031, 497, 1890, 4459, 4614, 2176, 7352, 2613, 6230, 4294, 2477, 4003, 1536, 6958, 1443, 6001, 5285, 3441, 6684, 4772, 3455, 3672, 7197, 2972, 6006, 3119, 7072, 1708, 5008, 3351, 5056, 5223, 3056, 3728, 846, 5649, 3430, 1428, 3509, 3564, 4584, 449, 6671, 2763, 1987, 2818, 6703, 1072, 2710, 6134, 1903, 2170, 2857, 5049, 3337, 4733, 387, 2199, 4176, 3330, 3639, 1295, 4356, 4823, 6139, 4899, 5862, 3284, 4993, 6518, 239, 5422, 2345, 1947, 7214, 3859, 5586, 1059, 686, 2467, 6698, 5574, 4179]"
9A,"[5902, 3201, 6579, 6478, 3064, 5936, 2200, 905, 915, 7480, 7361, 1920, 4560, 5845, 6184, 2916, 5385, 5014, 6141, 5052, 7038, 5564, 3467, 6445, 7440, 5478, 4108, 5041, 3851, 2525, 2821, 1331, 1982, 7160, 2295, 2068, 7088, 534, 430, 7129, 4978, 491, 6571, 5804, 7533, 1285, 989, 6812, 7096, 5777, 2558, 40, 5117, 4898, 3828, 7286, 2362, 1717, 3345, 5170, 4235, 1822, 791, 2836, 806, 1048, 7634, 3431, 4249, 4096, 2960, 3812, 2764, 620, 2194, 1962, 172, 2863, 2398, 4379, 5072, 2604, 2379, 3961, 7113, 2923, 2980, 656, 1286, 4694, 1617, 3364, 139, 1477, 1766, 5190, 5787]"
9B,"[5902, 3201, 6579, 6478, 3064, 5936, 2200, 905, 915, 7480, 7361, 1920, 4560, 5845, 6184, 2916, 5385, 5014, 6141, 5052, 7038, 5564, 3467, 6445, 7440, 5478, 4108, 5041, 3851, 2525, 2821, 1331, 1982, 7160, 2295, 2068, 7088, 534, 430, 7129, 4978, 491, 6571, 5804, 7533, 1285, 989, 6812, 7096, 5777, 2558, 40, 5117, 4898, 3828, 7286, 2362, 1717, 3345, 5170, 4235, 1822, 791, 2836, 806, 1048, 7634, 3431, 4249, 4096, 2960, 3812, 2764, 620, 2194, 1962, 172, 2863, 2398, 4379, 5072, 2604, 2379, 3961, 7113, 2923, 2980, 656, 1286, 4694, 1617, 3364, 139, 1477, 1766, 5190, 5787]"
9AA,"[5902, 3201, 6579, 6478, 3064, 5936, 2200, 905, 915, 7480, 7361, 1920, 4560, 5845, 6184, 2916, 5385, 5014, 6141, 5052, 7038, 5564, 3467, 6445, 7440, 5478, 4108, 5041, 3851, 2525, 2821, 1331, 1982, 7160, 2295, 2068, 7088, 534, 430, 7129, 4978, 491, 6571, 5804, 7533, 1285, 989, 6812, 7096, 5777, 2558, 40, 5117, 4898, 3828, 7286, 2362, 1717, 3345, 5170, 4235, 1822, 791, 2836, 806, 1048, 7634, 3431, 4249, 4096, 2960, 3812, 2764, 620, 2194, 1962, 172, 2863, 2398, 4379, 5072, 2604, 2379, 3961, 7113, 2923, 2980, 656, 1286, 4694, 1617, 3364, 139, 1477, 1766, 5190, 5787]"
9AB,"[5902, 3201, 6579, 6478, 3064, 5936, 2200, 905, 915, 7480, 7361, 1920, 4560, 5845, 6184, 2916, 5385, 5014, 6141, 5052, 7038, 5564, 3467, 6445, 7440, 5478, 4108, 5041, 3851, 2525, 2821, 1331, 1982, 7160, 2295, 2068, 7088, 534, 430, 7129, 4978, 491, 6571, 5804, 7533, 1285, 989, 6812, 7096, 5777, 2558, 40, 5117, 4898, 3828, 7286, 2362, 1717, 3345, 5170, 4235, 1822, 791, 2836, 806, 1048, 7634, 3431, 4249, 4096, 2960, 3812, 2764, 620, 2194, 1962, 172, 2863, 2398, 4379, 5072, 2604, 2379, 3961, 7113, 2923, 2980, 656, 1286, 4694, 1617, 3364, 139, 1477, 1766, 5190, 5787]"
10A,"[3972, 7609, 5887, 4706, 2201, 2596, 6808, 880, 2246, 5248, 4636, 3159, 7098, 6233, 5680, 4077, 3297, 5187, 6447, 1257, 977, 3867, 3222, 624, 1829, 5441, 4623, 3402, 2631, 3964, 7672, 4213, 6481, 995, 3252, 4662, 2609, 1937, 1534, 4315, 1805, 2715, 3325, 4510, 3095, 3432, 6121, 2803, 7380, 803, 6411, 1129, 3648, 2555, 4217, 1896, 2462, 1272, 6232, 7104, 49, 1054, 1979, 5827, 704, 2814, 607, 153, 3149, 6209, 3373, 1016, 3730, 1164, 1394, 6792, 4376, 7292, 2000, 6625, 6195, 4281, 4604, 242, 6019, 4922, 7007, 278, 3655, 3935, 3242, 2418, 6092, 6341, 3212, 1324, 3845, 5529, 5729, 3896]"
10B,"[3972, 7609, 5887, 4706, 2201, 2596, 6808, 880, 2246, 5248, 4636, 3159, 7098, 6233, 5680, 4077, 3297, 5187, 6447, 1257, 977, 3867, 3222, 624, 1829, 5441, 4623, 3402, 2631, 3964, 7672, 4213, 6481, 995, 3252, 4662, 2609, 1937, 1534, 4315, 1805, 2715, 3325, 4510, 3095, 3432, 6121, 2803, 7380, 803, 6411, 1129, 3648, 2555, 4217, 1896, 2462, 1272, 6232, 7104, 49, 1054, 1979, 5827, 704, 2814, 607, 153, 3149, 6209, 3373, 1016, 3730, 1164, 1394, 6792, 4376, 7292, 2000, 6625, 6195, 4281, 4604, 242, 6019, 4922, 7007, 278, 3655, 3935, 3242, 2418, 6092, 6341, 3212, 1324, 3845, 5529, 5729, 3896]"
11A,"[4769, 3384, 629, 1211, 7499, 6502, 4737, 4911, 6351, 213, 5231, 7128, 37, 7020, 4740, 6324, 4883, 3761, 5449, 2229, 1202, 4109, 3305, 6236, 4461, 2036, 658, 1258, 1602, 3918, 1010, 2534, 226, 2523, 5452, 2618, 7450, 6067, 2987, 3592, 5698, 1096, 4778, 7674, 1209, 7328, 2247, 1040, 6528, 5554, 4711, 6059, 1938, 6773, 5978, 5895, 5374, 1761, 5254, 1951, 4117, 3638, 1789, 6357, 5332, 5497, 5189, 448, 6237, 4161, 7677, 1875, 1033, 2694, 3386, 7234, 2286, 2052, 3782, 5545, 714, 3930, 4023, 2500, 1200, 1781, 558, 59, 5168, 3493, 3437, 2804, 3085, 690, 3986, 479, 1931, 3211, 7482, 1195, 640, 799, 533, 5864, 5620, 3121, 6364, 6931, 1755, 7100, 6842, 1021, 5024, 934, 168, 128, 1725, 4358, 5758, 1489, 2690, 841, 7333, 3801, 862, 1205, 2152, 3283, 7302, 7583, 11, 7680, 6626, 2648, 7631, 3553, 619, 1846, 6895, 3128, 692, 1270, 1422, 5177, 3438, 2510, 4824, 3732, 544, 1835, 6044, 125, 5957, 793, 1738, 3667, 5743, 5944, 5658, 1747, 4050, 1690, 6220, 6334, 1811, 1002, 5352, 4989, 2522, 4039, 1028, 6682, 4078, 3318, 3117, 4405, 4158, 2110, 3558, 6278, 1712, 6452, 7506, 3875, 957, 4505, 3619, 3783, 7330, 1505, 5068, 4311, 1635, 2369, 3515, 1986, 5323, 1752, 102, 6517, 7491, 86, 1271, 5622, 6765, 2665, 2113, 2414, 7527, 7470, 2325, 4518, 5299, 1297, 382, 1348, 4972, 3996, 1436, 981, 4956, 4712, 3671, 3051, 2735, 2622, 6647, 4888, 3876, 6540, 7646, 7471, 7345, 5592, 3962, 6760, 5893, 6500, 257, 4697, 1292, 7268, 518, 575, 5859, 6948, 3662, 5109, 1061]"
11B,"[4769, 3384, 629, 1211, 7499, 6502, 4737, 4911, 6351, 213, 5231, 7128, 37, 7020, 4740, 6324, 4883, 3761, 5449, 2229, 1202, 4109, 3305, 6236, 4461, 2036, 658, 1258, 1602, 3918, 1010, 2534, 226, 2523, 5452, 2618, 7450, 6067, 2987, 3592, 5698, 1096, 4778, 7674, 1209, 7328, 2247, 1040, 6528, 5554, 4711, 6059, 1938, 6773, 5978, 5895, 5374, 1761, 5254, 1951, 4117, 3638, 1789, 6357, 5332, 5497, 5189, 448, 6237, 4161, 7677, 1875, 1033, 2694, 3386, 7234, 2286, 2052, 3782, 5545, 714, 3930, 4023, 2500, 1200, 1781, 558, 59, 5168, 3493, 3437, 2804, 3085, 690, 3986, 479, 1931, 3211, 7482, 1195, 640, 799, 533, 5864, 5620, 3121, 6364, 6931, 1755, 7100, 6842, 1021, 5024, 934, 168, 128, 1725, 4358, 5758, 1489, 2690, 841, 7333, 3801, 862, 1205, 2152, 3283, 7302, 7583, 11, 7680, 6626, 2648, 7631, 3553, 619, 1846, 6895, 3128, 692, 1270, 1422, 5177, 3438, 2510, 4824, 3732, 544, 1835, 6044, 125, 5957, 793, 1738, 3667, 5743, 5944, 5658, 1747, 4050, 1690, 6220, 6334, 1811, 1002, 5352, 4989, 2522, 4039, 1028, 6682, 4078, 3318, 3117, 4405, 4158, 2110, 3558, 6278, 1712, 6452, 7506, 3875, 957, 4505, 3619, 3783, 7330, 1505, 5068, 4311, 1635, 2369, 3515, 1986, 5323, 1752, 102, 6517, 7491, 86, 1271, 5622, 6765, 2665, 2113, 2414, 7527, 7470, 2325, 4518, 5299, 1297, 382, 1348, 4972, 3996, 1436, 981, 4956, 4712, 3671, 3051, 2735, 2622, 6647, 4888, 3876, 6540, 7646, 7471, 7345, 5592, 3962, 6760, 5893, 6500, 257, 4697, 1292, 7268, 518, 575, 5859, 6948, 3662, 5109, 1061]"
12A,"[5167, 6117, 2448, 4798, 5389, 4927, 3347, 7230, 2930, 2438, 3258, 2602, 7109, 3657, 610, 1468, 4589, 3451, 3178, 808, 7466, 3092, 4703, 1634, 4509, 2572, 5120, 4167, 3262, 4691, 6138, 3234, 6224, 6592, 1290, 6758, 485, 3427, 7332, 4303, 142, 5626, 1224, 4624, 6673, 6645, 7193, 6455, 6936, 3309, 6853, 5225, 638, 6259, 5963, 5779, 1546, 1879, 2941, 4216, 4097, 973, 1735, 7675, 1589, 5401, 2230, 2011, 4543, 7391, 7566, 1112, 56, 2163, 5741, 7283, 403, 4973, 7577, 6536, 4383, 4598, 3953, 1278, 1643, 3144, 3476, 7365, 7102, 2134, 5034, 6872, 6745, 1575, 1940, 3771, 2431, 366, 2468, 6580, 2368, 1146, 2540, 6826, 2025, 285, 7298, 4917, 6335, 927, 4574, 204, 6733, 3263, 5438, 2239, 6244, 772, 4267, 555, 6859, 4929, 6418, 814, 6787, 3610, 7666, 2899, 2811, 5627, 7074, 908, 3208, 5121, 7177, 7651, 3823, 2890, 3900, 1831, 2233, 162, 1065, 6867, 1229, 6214, 4272, 6915, 7571, 678, 7348, 6231, 6636, 1042, 2672, 1607, 81, 5578, 1041, 6809, 6273, 823, 4236, 2450, 1847, 4825, 520, 289, 4408, 2743, 3282, 700, 5244, 7508, 326, 2137, 2223, 5258, 500, 1632, 2133, 4601, 6394, 903, 5421, 4322, 3668, 3502, 4331, 4985, 6421, 5172, 2103, 770, 560, 2569, 6005, 6347, 1800, 6992, 4214]"
12B,"[5167, 6117, 2448, 4798, 5389, 4927, 3347, 7230, 2930, 2438, 3258, 2602, 7109, 3657, 610, 1468, 4589, 3451, 3178, 808, 7466, 3092, 4703, 1634, 4509, 2572, 5120, 4167, 3262, 4691, 6138, 3234, 6224, 6592, 1290, 6758, 485, 3427, 7332, 4303, 142, 5626, 1224, 4624, 6673, 6645, 7193, 6455, 6936, 3309, 6853, 5225, 638, 6259, 5963, 5779, 1546, 1879, 2941, 4216, 4097, 973, 1735, 7675, 1589, 5401, 2230, 2011, 4543, 7391, 7566, 1112, 56, 2163, 5741, 7283, 403, 4973, 7577, 6536, 4383, 4598, 3953, 1278, 1643, 3144, 3476, 7365, 7102, 2134, 5034, 6872, 6745, 1575, 1940, 3771, 2431, 366, 2468, 6580, 2368, 1146, 2540, 6826, 2025, 285, 7298, 4917, 6335, 927, 4574, 204, 6733, 3263, 5438, 2239, 6244, 772, 4267, 555, 6859, 4929, 6418, 814, 6787, 3610, 7666, 2899, 2811, 5627, 7074, 908, 3208, 5121, 7177, 7651, 3823, 2890, 3900, 1831, 2233, 162, 1065, 6867, 1229, 6214, 4272, 6915, 7571, 678, 7348, 6231, 6636, 1042, 2672, 1607, 81, 5578, 1041, 6809, 6273, 823, 4236, 2450, 1847, 4825, 520, 289, 4408, 2743, 3282, 700, 5244, 7508, 326, 2137, 2223, 5258, 500, 1632, 2133, 4601, 6394, 903, 5421, 4322, 3668, 3502, 4331, 4985, 6421, 5172, 2103, 770, 560, 2569, 6005, 6347, 1800, 6992, 4214]"
13A,"[680, 3673, 1430, 1887, 3817, 4448, 5331, 5477, 2380, 1128, 2231, 5617, 984, 6724, 7369, 2853, 2855, 7645, 2974, 19, 1760, 6666, 7034, 4988, 6646, 2285, 292, 6725, 3118, 3763, 3169, 2988, 1553, 5471, 6873, 4652, 120, 5152, 3480, 6776, 1808, 1836, 5283, 2753, 1946, 4279, 3625, 5715, 6950, 1878, 7388, 5770, 2190, 5632, 5362, 3137, 5484, 6011, 4650, 3131, 3545, 2268, 4482, 7220, 2447, 688, 2731, 3494, 675, 5073, 2786, 4319, 1901, 6136, 501, 5771, 6613, 741, 916, 702, 5612, 2566, 7131, 3033]"
13B,"[680, 3673, 1430, 1887, 3817, 4448, 5331, 5477, 2380, 1128, 2231, 5617, 984, 6724, 7369, 2853, 2855, 7645, 2974, 19, 1760, 6666, 7034, 4988, 6646, 2285, 292, 6725, 3118, 3763, 3169, 2988, 1553, 5471, 6873, 4652, 120, 5152, 3480, 6776, 1808, 1836, 5283, 2753, 1946, 4279, 3625, 5715, 6950, 1878, 7388, 5770, 2190, 5632, 5362, 3137, 5484, 6011, 4650, 3131, 3545, 2268, 4482, 7220, 2447, 688, 2731, 3494, 675, 5073, 2786, 4319, 1901, 6136, 501, 5771, 6613, 741, 916, 702, 5612, 2566, 7131, 3033]"
14A,"[3406, 4289, 7057, 1866, 2749, 152, 2767, 4051, 5220, 2245, 1147, 3218, 6387, 7381, 3792, 2150, 2177, 3588, 271, 7435, 5076, 6521, 933, 4307, 576, 6072, 5799, 6921, 3902, 716, 3798, 1420, 921, 6982, 3999, 3042, 2575, 1465, 6104, 2614, 4615, 6669, 1828, 1580, 6107, 662, 1913, 7416, 5993, 7447, 5651, 4555, 6133, 4759, 4582, 1561, 1347, 2183, 5828, 3091, 2751, 7025, 7373, 3186, 2219, 1548, 1099, 795, 5756, 7384, 1480, 3243, 6082, 1246, 6018, 2169, 1764, 866, 1155, 1493, 4722, 781, 5340, 5667, 346, 861, 1122, 1049, 2422, 7185, 401, 625, 7078, 4962, 7282, 6422, 3291, 3195, 5997, 4520, 1857, 7321, 2360, 3699, 3779, 4352, 4732, 6100, 3520, 1975, 2063, 249, 1082, 1305, 3574, 6608, 4477, 2686]"
14B,"[3406, 4289, 7057, 1866, 2749, 152, 2767, 4051, 5220, 2245, 1147, 3218, 6387, 7381, 3792, 2150, 2177, 3588, 271, 7435, 5076, 6521, 933, 4307, 576, 6072, 5799, 6921, 3902, 716, 3798, 1420, 921, 6982, 3999, 3042, 2575, 1465, 6104, 2614, 4615, 6669, 1828, 1580, 6107, 662, 1913, 7416, 5993, 7447, 5651, 4555, 6133, 4759, 4582, 1561, 1347, 2183, 5828, 3091, 2751, 7025, 7373, 3186, 2219, 1548, 1099, 795, 5756, 7384, 1480, 3243, 6082, 1246, 6018, 2169, 1764, 866, 1155, 1493, 4722, 781, 5340, 5667, 346, 861, 1122, 1049, 2422, 7185, 401, 625, 7078, 4962, 7282, 6422, 3291, 3195, 5997, 4520, 1857, 7321, 2360, 3699, 3779, 4352, 4732, 6100, 3520, 1975, 2063, 249, 1082, 1305, 3574, 6608, 4477, 2686]"
15A,"[4945, 599, 3697, 4122, 5712, 4053, 2069, 7554, 5713, 3678, 1733, 7276, 5605, 7264, 356, 288, 6294, 487, 4502, 7281, 6883, 1317, 6009, 7002, 1774, 4391, 5562, 1683, 2676, 2688, 6770, 2461, 276, 4086, 4368, 2785, 4481, 1079, 2865, 3286, 4707, 6711, 4869, 6707, 3523, 2627, 4145, 328, 2509, 3382, 6370, 1806, 5657, 4527, 5537, 7505, 579, 5443, 78, 3994, 1538, 1322, 3096, 2909, 2967, 2640, 2382, 6852, 2227, 2918, 105, 4193, 3249, 4934, 3490, 1739, 3854, 3422, 505, 2826, 1206, 5897, 5999, 1664, 5819, 5346, 4465, 6003, 5419, 6632, 2994, 1515, 2445]"
15B,"[4945, 599, 3697, 4122, 5712, 4053, 2069, 7554, 5713, 3678, 1733, 7276, 5605, 7264, 356, 288, 6294, 487, 4502, 7281, 6883, 1317, 6009, 7002, 1774, 4391, 5562, 1683, 2676, 2688, 6770, 2461, 276, 4086, 4368, 2785, 4481, 1079, 2865, 3286, 4707, 6711, 4869, 6707, 3523, 2627, 4145, 328, 2509, 3382, 6370, 1806, 5657, 4527, 5537, 7505, 579, 5443, 78, 3994, 1538, 1322, 3096, 2909, 2967, 2640, 2382, 6852, 2227, 2918, 105, 4193, 3249, 4934, 3490, 1739, 3854, 3422, 505, 2826, 1206, 5897, 5999, 1664, 5819, 5346, 4465, 6003, 5419, 6632, 2994, 1515, 2445]"
16A,"[1927, 4467, 1213, 6093, 3111, 2599, 6362, 6704, 5514, 810, 5728, 975, 6286, 7379, 7222, 3746, 5503, 3965, 2257, 4067, 3518, 4470, 1539, 5005, 2693, 5820, 3346, 7414, 1003, 6315, 5055, 4072, 2027, 314, 1118, 5593, 679, 4243, 5372, 768, 529, 6714, 3634, 6607, 7654, 3027, 6777, 488, 3394, 1414, 2610, 4009, 2789, 3778, 6415, 1329, 6892, 2242, 1490, 1158, 653, 1089, 6702, 3788, 6435, 2600, 5292, 4955, 2762, 5235, 5818, 835, 4782, 2187, 1253, 2623, 6904, 3125, 5689, 2136, 1888, 3100, 5988, 221, 3022, 5773, 7472, 3086, 2926, 2862, 551, 830, 4321, 4374, 5967, 7673, 3683, 6225, 509, 6965, 5375, 2127, 4969, 6252, 881, 4886, 1864, 4511, 2708, 2124, 282, 1243, 2489, 5980, 6227, 7335, 256, 3550, 4764, 951, 4997, 1915, 1063, 2367, 6911, 1180, 323, 6534, 568, 623, 3054, 2860, 6559, 6587, 2351, 3866, 6869, 3145, 5707, 6600, 7213, 5663, 4761, 1750, 906, 3997, 2347, 1405, 4633, 6672, 4653, 5687, 4838, 4920, 5744, 6361, 2114, 7049, 3183, 6649, 6111, 2514]"
16B,"[1927, 4467, 1213, 6093, 3111, 2599, 6362, 6704, 5514, 810, 5728, 975, 6286, 7379, 7222, 3746, 5503, 3965, 2257, 4067, 3518, 4470, 1539, 5005, 2693, 5820, 3346, 7414, 1003, 6315, 5055, 4072, 2027, 314, 1118, 5593, 679, 4243, 5372, 768, 529, 6714, 3634, 6607, 7654, 3027, 6777, 488, 3394, 1414, 2610, 4009, 2789, 3778, 6415, 1329, 6892, 2242, 1490, 1158, 653, 1089, 6702, 3788, 6435, 2600, 5292, 4955, 2762, 5235, 5818, 835, 4782, 2187, 1253, 2623, 6904, 3125, 5689, 2136, 1888, 3100, 5988, 221, 3022, 5773, 7472, 3086, 2926, 2862, 551, 830, 4321, 4374, 5967, 7673, 3683, 6225, 509, 6965, 5375, 2127, 4969, 6252, 881, 4886, 1864, 4511, 2708, 2124, 282, 1243, 2489, 5980, 6227, 7335, 256, 3550, 4764, 951, 4997, 1915, 1063, 2367, 6911, 1180, 323, 6534, 568, 623, 3054, 2860, 6559, 6587, 2351, 3866, 6869, 3145, 5707, 6600, 7213, 5663, 4761, 1750, 906, 3997, 2347, 1405, 4633, 6672, 4653, 5687, 4838, 4920, 5744, 6361, 2114, 7049, 3183, 6649, 6111, 2514]"
17A,"[379, 5065, 6248, 1053, 2962, 938, 7405, 1653, 2192, 5162, 6509, 39, 7221, 3530, 3181, 3765, 6529, 5091, 1784, 368, 7639, 5417, 4981, 295, 3784, 1341, 787, 6831, 2675, 182, 4822, 5882, 5673, 4042, 4344, 5788, 5194, 4364, 3028, 6483, 7140, 609, 2425, 5628, 7678, 4567, 6144, 559, 4515, 4256, 1018, 3651, 299, 4148, 4692, 1314, 6985, 574, 1375, 2949, 7060, 6971, 5672, 3288, 5171, 135, 372, 4593, 1707, 6894, 7203, 1434, 1727, 6959, 3072, 5051, 4770, 1459, 297, 6683, 1695, 4414, 6896, 2033, 7528, 4553, 4763, 7089, 2557, 3677, 2620, 5246, 5306, 5350, 2691, 3456, 3385, 126, 7518, 1499, 7494, 3349, 1456, 2374, 4203, 3705, 7431, 1618, 6444, 6385, 5250, 6292, 5308, 5600, 3158, 6837, 5157, 223, 5302, 5337, 4844, 3326, 2800, 2384, 5920, 3925, 5247, 635, 3253, 2048, 1782, 2854, 1925, 3839, 7349, 5723, 1038, 3390, 6954, 344, 1686]"
18A,"[4351, 759, 2391, 6548, 1264, 6488, 5301, 3290, 7374, 85, 9, 4043, 2088, 3606, 2220, 3003, 2704, 2820, 747, 5132, 7525, 1460, 2520, 3865, 1716, 2049, 4499, 7058, 753, 7028, 1445, 2441, 4440, 2043, 2480, 1466, 1424, 4874, 1507, 3447, 4345, 1592, 195, 7249, 1812, 746, 3609, 7035, 1142, 3099, 1769, 3885, 6537, 6506, 1039, 6805, 2086, 7299, 1950, 319, 7565, 6151, 1908, 4434, 1102, 4006, 5876, 4842, 2883, 3489, 7481, 3358, 5714, 5103, 1530, 42, 6438, 3251, 5129, 1792, 2606, 5040, 1210, 395, 3631, 4260, 5606, 3766, 446, 3937, 177, 2937, 154, 5880, 4215, 6705, 4342, 5653, 5910, 6465, 5020, 4864, 6888, 3401, 7462, 4916, 6484, 4728, 2272, 2350, 5710, 3974, 6759, 2714, 5570, 2815, 171, 3466, 5411, 5598, 711, 2413, 3371, 7325, 7327, 3453, 2, 5516, 1043, 914, 1396, 6972, 3458, 1972, 536, 5111, 4354, 889, 7122, 6723, 327, 5722, 2543, 2270, 3853, 797, 3844, 636, 6153, 6268, 3959, 5373, 4695, 1862, 1408, 1699, 5582, 4708, 6824, 5356, 7316, 6108, 3568]"
18B,"[4351, 759, 2391, 6548, 1264, 6488, 5301, 3290, 7374, 85, 9, 4043, 2088, 3606, 2220, 3003, 2704, 2820, 747, 5132, 7525, 1460, 2520, 3865, 1716, 2049, 4499, 7058, 753, 7028, 1445, 2441, 4440, 2043, 2480, 1466, 1424, 4874, 1507, 3447, 4345, 1592, 195, 7249, 1812, 746, 3609, 7035, 1142, 3099, 1769, 3885, 6537, 6506, 1039, 6805, 2086, 7299, 1950, 319, 7565, 6151, 1908, 4434, 1102, 4006, 5876, 4842, 2883, 3489, 7481, 3358, 5714, 5103, 1530, 42, 6438, 3251, 5129, 1792, 2606, 5040, 1210, 395, 3631, 4260, 5606, 3766, 446, 3937, 177, 2937, 154, 5880, 4215, 6705, 4342, 5653, 5910, 6465, 5020, 4864, 6888, 3401, 7462, 4916, 6484, 4728, 2272, 2350, 5710, 3974, 6759, 2714, 5570, 2815, 171, 3466, 5411, 5598, 711, 2413, 3371, 7325, 7327, 3453, 2, 5516, 1043, 914, 1396, 6972, 3458, 1972, 536, 5111, 4354, 889, 7122, 6723, 327, 5722, 2543, 2270, 3853, 797, 3844, 636, 6153, 6268, 3959, 5373, 4695, 1862, 1408, 1699, 5582, 4708, 6824, 5356, 7316, 6108, 3568]"
19A,"[4244, 4474, 4622, 6310, 5456, 6784, 5112, 3247, 928, 6036, 1916, 5809, 2673, 1813, 3273, 3462, 532, 3477, 5430, 7475, 6282, 4263, 4442, 840, 4530, 6916, 1283, 122, 6860, 2353, 1600, 3800, 5908, 4430, 664, 755, 4473, 6439, 1454, 7661, 1807, 4230, 1942, 1291, 2327, 5937, 5243, 6158, 2352, 4407, 3429, 4638, 6868, 2252, 6375, 2538, 4563, 1077, 7226, 1004, 7534, 2070, 6372, 5178, 744, 4932, 1993, 50, 4447, 4693, 1682, 6012, 6094, 6993, 2849, 2724, 2269, 6453, 2892, 1736, 4980, 2875, 1134, 1996, 7027, 53, 145, 3026, 1179, 1734, 6768, 7375, 4208, 174, 5447, 563]"
